CustomerID,Purchase Date,Revenue,Product
001300000082wtL,2018-10-23,8.00,BIO products
001300000082wtL,2020-01-23,14.31,Books
001300000082wtM,2015-10-15,1.00,Coffee
001300000082wtM,2018-09-21,24.47,Pastries and sweets
001300000082wtM,2020-05-25,0.99,BIO products
001300000082wtM,2020-10-14,8.10,Books
001300000082wtN,2015-05-26,0.00,Soft Drinks
001300000082wtN,2015-06-29,304.77,Tea
001300000082wtN,2016-01-25,1.00,Vegetables
001300000082wtN,2016-01-25,1.00,Porcelain. Glas & Co.
001300000082wtN,2016-09-11,17.48,Pastries and sweets
001300000082wtN,2016-11-30,21.30,BIO products
001300000082wtN,2018-03-15,780.00,Books
001300000082wtN,2018-06-05,7.90,Soft Drinks
001300000082wtN,2018-06-19,33.58,Meat & fish
001300000082wtN,2018-09-03,11.82,Coffee
001300000082wtN,2018-09-07,20.94,Vegetables
001300000082wtN,2019-06-26,19.07,Milk products
001300000082wtN,2019-07-01,13.55,Soft Drinks
001300000082wtN,2020-02-03,7.90,Meat & fish
001300000082wtN,2020-04-20,33.46,Tea
001300000082wtN,2020-06-29,6.90,Vegetables
001300000082wtO,2016-06-14,1.00,Pastries and sweets
001300000082wtO,2018-09-03,19.09,BIO products
001300000082wtO,2018-11-10,59.79,Books
001300000082wtO,2018-12-10,55.00,Soft Drinks
001300000082wtO,2019-05-15,0.99,Milk products
001300000082wtP,2015-06-23,45.00,Soft Drinks
001300000082wtP,2016-04-29,1.00,Tea
001300000082wtP,2016-06-29,1.00,Vegetables
001300000082wtP,2016-07-09,1.10,Coffee
001300000082wtP,2016-12-12,96.50,Soft Drinks
001300000082wtP,2018-09-04,259.65,Tea
001300000082wtP,2019-07-19,88.17,Vegetables
001300000082wtR,2015-02-08,70.00,Milk products
001300000082wtS,2019-06-25,30.57,Soft Drinks
001300000082wv2,2017-07-13,17.09,Meat & fish
001300000082wv2,2019-06-24,47.13,Vegetables
001300000082wv5,2015-05-28,9.00,Coffee
001300000082wv5,2017-10-18,358.98,Porcelain. Glas & Co.
001300000082wv5,2018-09-04,16.34,Milk products
001300000082wv8,2016-03-23,1.00,Meat & fish
001300000082wv9,2016-09-26,0.00,Porcelain. Glas & Co.
001300000082wvA,2017-05-29,42.54,Soft Drinks
001300000082wvA,2019-01-14,9.00,Vegetables
001300000082wvC,2018-02-12,29.40,Milk products
001300000082wvC,2018-03-21,90.88,Soft Drinks
001300000082wvC,2019-08-21,11.60,Vegetables
001300000082wvC,2020-02-28,1.00,Coffee
001300000082wvC,2020-05-11,20.64,Pastries and sweets
001300000082wwv,2015-07-21,0.00,BIO products
001300000082wwv,2016-06-30,1.00,Books
001300000082wwv,2016-11-10,30.60,Soft Drinks
001300000082wwv,2017-03-31,0.99,Tea
001300000082wwv,2017-08-23,21.45,Vegetables
001300000082wwv,2017-10-19,19.32,Soft Drinks
001300000082wwv,2018-06-04,12.60,Vegetables
001300000082wwv,2018-09-20,21.59,Coffee
001300000082wwv,2019-08-10,8.25,Pastries and sweets
001300000082wwx,2016-05-30,1.00,BIO products
001300000082wwx,2016-05-30,1.00,Books
001300000082wwx,2016-06-27,1.00,Soft Drinks
001300000082wwx,2018-02-12,13.12,Tea
001300000082wwx,2018-05-31,64.28,Vegetables
001300000082wwx,2018-10-19,9.00,Pastries and sweets
001300000082wwx,2020-10-28,23.48,Milk products
001300000082wx1,2015-06-26,0.41,BIO products
001300000082wx3,2018-07-19,209.88,Books
001300000082wx3,2018-09-20,9.00,Coffee
001300000082wx3,2018-09-28,0.00,Tea
001300000082wY2,2016-06-29,1.00,Coffee
001300000082wY2,2018-05-28,16.19,Pastries and sweets
001300000082wY2,2018-06-09,16.19,BIO products
001300000082wY4,2020-11-17,24.20,Books
001300000082wzx,2015-06-24,229.04,Tea
001300000082wzx,2016-11-23,50.10,Coffee
001300000082wzx,2017-03-13,19.51,Porcelain. Glas & Co.
001300000082wzx,2018-11-16,16.10,Pastries and sweets
001300000082wzz,2017-09-28,20.46,Milk products
001300000082wzz,2018-09-26,30.58,BIO products
001300000082x01,2016-04-10,1.00,Books
001300000082x01,2016-05-31,1.00,Tea
001300000082x01,2017-05-23,176.94,Porcelain. Glas & Co.
001300000082x01,2017-12-10,33.44,Soft Drinks
001300000082x01,2019-01-17,9.00,Soft Drinks
001300000082x01,2019-02-25,9.99,Milk products
001300000082x01,2019-07-02,4.80,Milk products
001300000082x01,2019-10-07,17.00,Soft Drinks
001300000082x01,2019-10-29,56.88,Vegetables
001300000082x01,2020-08-20,6.80,Coffee
001300000082x05,2017-07-13,16.03,Pastries and sweets
001300000082x05,2018-06-18,48.81,BIO products
001300000082x05,2019-03-21,15.89,Books
001300000082x1j,2015-09-07,1.69,Tea
001300000082x1j,2015-11-04,1.00,Coffee
001300000082x1j,2017-12-02,19.07,Pastries and sweets
001300000082x1j,2018-03-08,31.78,BIO products
001300000082x1j,2018-07-17,108.17,Books
001300000082x1j,2018-08-14,39.88,Tea
001300000082x1j,2018-09-04,66.92,Coffee
001300000082x1j,2019-01-21,9.00,Pastries and sweets
001300000082x1j,2019-05-30,780.00,BIO products
001300000082x1j,2019-11-19,53.94,Books
001300000082x1j,2019-11-21,9.16,Tea
001300000082x1l,2017-09-28,6.37,Coffee
001300000082x1l,2018-11-10,10.79,Porcelain. Glas & Co.
001300000082x1l,2018-12-02,9.00,Soft Drinks
001300000082x1o,2015-09-15,1.00,Tea
001300000082x1o,2016-03-11,1.00,Soft Drinks
001300000082x1o,2019-06-10,9.76,Tea
001300000082x1o,2019-11-20,104.14,Vegetables
001300000082x1q,2018-07-03,23.76,Coffee
001300000082x1q,2018-09-21,17.22,Porcelain. Glas & Co.
001300000082x1q,2018-10-08,32.19,Milk products
001300000082x1q,2018-10-26,50.94,Pastries and sweets
001300000082x1q,2019-06-04,11.48,BIO products
001300000082x1q,2019-06-12,0.99,Books
001300000082x1r,2017-02-17,20.51,Soft Drinks
001300000082x2m,2018-10-29,17.89,Tea
001300000082x2n,2016-03-06,2.00,Soft Drinks
001300000082x2n,2016-03-06,1.00,Vegetables
001300000082x2o,2015-09-22,1.00,Coffee
001300000082x2p,2016-06-30,1.00,Porcelain. Glas & Co.
001300000082x2p,2016-06-30,1.00,Pastries and sweets
001300000082x2p,2018-01-29,17.99,Milk products
001300000082x2q,2015-07-21,0.99,BIO products
001300000082x2q,2017-05-05,8.10,Books
001300000082x2q,2017-05-09,18.00,Tea
001300000082x2q,2019-10-30,7.52,Vegetables
001300000082x2s,2017-03-11,16.10,Coffee
001300000082x2s,2019-08-27,21.79,Pastries and sweets
001300000082x2t,2015-09-01,1.00,BIO products
001300000082x2u,2017-02-28,16.87,Books
001300000082x2u,2017-04-13,31.16,Soft Drinks
001300000082x2u,2017-04-18,66.23,Tea
001300000082x2u,2017-07-19,15.89,Vegetables
001300000082x2u,2017-08-16,16.19,Porcelain. Glas & Co.
001300000082x2u,2018-07-17,9.00,Pastries and sweets
001300000082x2u,2020-11-13,21.47,BIO products
001300000082x2w,2016-04-29,1.00,Books
001300000082x2x,2017-03-17,32.38,Coffee
001300000082x2y,2018-11-26,121.60,Milk products
001300000082x2y,2019-05-09,7.90,Soft Drinks
001300000082x30,2015-06-17,0.99,Tea
001300000082x30,2016-04-27,1.00,Vegetables
001300000082x30,2018-11-16,17.99,Coffee
001300000082x30,2019-07-12,11.28,Tea
001300000082x30,2020-03-06,45.45,Coffee
001300000082x31,2018-10-25,25.47,Porcelain. Glas & Co.
001300000082x32,2016-12-28,19.56,Milk products
001300000082x32,2017-05-05,20.06,Milk products
001300000082x32,2018-09-20,83.64,Soft Drinks
001300000082x32,2019-06-18,185.02,Meat & fish
001300000082x34,2015-06-29,11.32,Vegetables
001300000082x34,2015-07-01,6.71,Pastries and sweets
001300000082x34,2016-02-10,1.00,BIO products
001300000082x36,2018-09-26,9.00,Books
001300000082x37,2018-08-13,18.54,Soft Drinks
001300000082x37,2018-09-26,165.00,Coffee
001300000082x38,2016-04-06,1.00,Porcelain. Glas & Co.
001300000082x39,2016-01-11,1.00,Soft Drinks
001300000082x39,2016-12-22,17.00,Tea
001300000082x39,2017-07-14,0.99,Vegetables
001300000082x39,2017-08-04,13.20,Coffee
001300000082x39,2017-08-12,9.00,Milk products
001300000082x3a,2016-07-28,0.00,Pastries and sweets
001300000082x3B,2015-08-19,1.00,BIO products
001300000082x3B,2018-01-23,36.40,Books
001300000082x3B,2018-10-05,31.16,Soft Drinks
001300000082x3B,2019-04-17,0.79,Meat & fish
001300000082x3B,2019-07-01,15.48,Tea
001300000082x3B,2019-08-03,9.00,Vegetables
001300000082x3c,2015-11-03,1.00,Coffee
001300000082x3D,2016-07-13,1.00,Pastries and sweets
001300000082x3D,2017-05-15,43.66,Milk products
001300000082x3D,2018-09-07,34.17,BIO products
001300000082x3D,2020-01-04,21.47,Books
001300000082x3D,2020-03-11,18.07,Tea
001300000082x3D,2020-04-09,0.99,Vegetables
001300000082x3D,2020-08-21,1.10,Milk products
001300000082x3D,2020-09-24,17.89,Soft Drinks
001300000082x3D,2020-02-21,21.47,Coffee
001300000082x3F,2108-03-04,17.88,Pastries and sweets
001300000082x3F,2108-05-04,14.90,BIO products
001300000082x3F,2108-08-04,53.57,Books
001300000082x3g,2015-06-18,205.79,Tea
001300000082x3g,2016-02-19,1.00,Tea
001300000082x3g,2016-06-17,1.00,Coffee
001300000082x3g,2017-05-30,27.00,Soft Drinks
001300000082x3I,2016-02-22,1.69,Tea
001300000082x3i,2018-05-14,9.00,Vegetables
001300000082x3i,2019-01-16,21.47,Porcelain. Glas & Co.
001300000082x3i,2019-04-24,98.70,Tea
001300000082x3i,2019-04-26,0.99,Milk products
001300000082x3i,2019-04-29,18.32,Tea
001300000082x3i,2020-06-11,125.20,Pastries and sweets
001300000082x3i,2020-06-11,18.58,BIO products
001300000082x3i,2020-06-23,19.07,Books
001300000082x3i,2020-06-24,0.00,Soft Drinks
001300000082x3k,2019-07-11,15.89,Vegetables
001300000082x3k,2020-02-25,17.89,Coffee
001300000082x3M,2017-01-30,38.70,Milk products
001300000082x3M,2020-04-21,17.89,Soft Drinks
001300000082x3m,2020-11-18,84.60,Vegetables
001300000082x3N,2015-07-30,21.30,Pastries and sweets
001300000082x3N,2018-07-16,17.99,BIO products
001300000082x3N,2019-07-06,46.44,Books
001300000082x3N,2019-10-21,4.04,Soft Drinks
001300000082x3o,2015-10-29,1.00,Vegetables
001300000082x3o,2017-03-28,0.99,Coffee
001300000082x3O,2103-11-04,17.89,Soft Drinks
001300000082x3O,2103-11-04,9.00,Tea
001300000082x3O,2109-02-01,9.16,Milk products
001300000082x3Q,2015-05-26,0.10,Soft Drinks
001300000082x3Q,2015-09-21,1.00,Vegetables
001300000082x3Q,2015-10-07,1.00,Pastries and sweets
001300000082x3Q,2015-10-20,1.00,BIO products
001300000082x3Q,2015-10-20,1.00,Books
001300000082x3Q,2015-12-08,1.00,Coffee
001300000082x3Q,2016-01-13,1.00,Porcelain. Glas & Co.
001300000082x3Q,2016-03-25,1.00,Milk products
001300000082x3Q,2016-04-27,1.00,Pastries and sweets
001300000082x3Q,2016-07-22,1.10,BIO products
001300000082x3Q,2017-05-19,0.99,Books
001300000082x3Q,2017-06-15,23.20,Meat & fish
001300000082x3Q,2017-07-13,144.13,Tea
001300000082x3Q,2018-04-07,86.32,Vegetables
001300000082x3Q,2019-05-03,11.90,Coffee
001300000082x3Q,2019-05-20,13.28,Porcelain. Glas & Co.
001300000082x3Q,2019-06-27,42.39,Pastries and sweets
001300000082x3Q,2019-07-22,144.00,Milk products
001300000082x3Q,2020-01-14,21.64,BIO products
001300000082x3Q,2020-01-28,19.07,Books
001300000082x3Q,2020-02-17,70.87,Tea
001300000082x3Q,2020-03-02,11.90,Pastries and sweets
001300000082x3R,2016-08-26,41.67,BIO products
001300000082x3R,2016-10-10,47.20,Books
001300000082x3R,2019-04-15,57.65,Soft Drinks
001300000082x3U,2017-08-08,220.83,Meat & fish
001300000082x3U,2019-05-12,31.78,Milk products
001300000082x3U,2019-06-25,0.99,Porcelain. Glas & Co.
001300000082x3V,2017-07-09,36.60,Tea
001300000082x3V,2019-06-14,0.99,Soft Drinks
001300000082x3X,2016-02-04,1.00,Meat & fish
001300000082x3X,2016-03-05,1.00,Coffee
001300000082x3X,2016-03-05,1.00,Pastries and sweets
001300000082x3X,2016-04-22,1.00,BIO products
001300000082x3X,2016-09-16,501.12,Books
001300000082x3X,2016-10-28,17.99,Meat & fish
001300000082x3X,2016-12-01,76.00,Tea
001300000082x3X,2017-01-11,0.99,Coffee
001300000082x3X,2017-01-24,51.16,Porcelain. Glas & Co.
001300000082x3X,2018-07-07,76.14,BIO products
001300000082x3X,2018-08-27,20.64,BIO products
001300000082x3X,2019-07-01,32.24,Books
001300000082x3X,2020-03-30,27.88,Tea
001300000082x3Z,2017-07-21,9.00,Vegetables
001300000082x40,2015-04-12,17.20,Coffee
001300000082x40,2015-07-01,19.07,Porcelain. Glas & Co.
001300000082x40,2016-06-28,1.10,Milk products
001300000082x40,2017-05-29,9.13,Tea
001300000082x42,2014-08-13,34.90,Porcelain. Glas & Co.
001300000082x42,2015-05-12,9.00,Pastries and sweets
001300000082x42,2015-08-07,1.00,BIO products
001300000082x42,2015-10-29,1.00,Books
001300000082x42,2016-01-28,1.00,Soft Drinks
001300000082x42,2016-04-25,1.10,Pastries and sweets
001300000082x49,2016-05-31,1.00,BIO products
001300000082x4a,2015-07-24,31.54,Books
001300000082x4a,2016-01-19,1.00,Soft Drinks
001300000082x4A,2017-02-09,58.00,Tea
001300000082x4A,2017-05-25,1.59,Vegetables
001300000082x4A,2018-04-30,140.00,Milk products
001300000082x4A,2018-06-14,22.80,Tea
001300000082x4A,2018-09-24,26.04,Milk products
001300000082x4A,2019-10-11,5.49,Soft Drinks
001300000082x4A,2020-02-19,21.47,Vegetables
001300000082x4b,2017-09-07,9.00,Tea
001300000082x4b,2017-12-10,46.18,Milk products
001300000082x4b,2018-02-15,65.65,Pastries and sweets
001300000082x4b,2018-05-17,84.00,BIO products
001300000082x4b,2018-05-31,194.59,Books
001300000082x4b,2019-05-14,17.80,Coffee
001300000082x4d,2017-03-28,33.28,Pastries and sweets
001300000082x4e,2015-01-11,0.99,BIO products
001300000082x4e,2016-07-21,1.10,Books
001300000082x4e,2016-10-25,13.76,Soft Drinks
001300000082x4H,2017-05-07,21.75,Tea
001300000082x4H,2018-08-20,17.20,Vegetables
001300000082x4H,2018-11-16,27.98,Pastries and sweets
001300000082x4H,2019-01-02,2571.19,BIO products
001300000082x4H,2019-04-02,6.00,Books
001300000082x4J,2016-03-30,1.00,Soft Drinks
001300000082x4X,2015-05-12,18.96,Tea
001300000082x4X,2015-07-16,14.39,Vegetables
001300000082x4X,2017-06-12,6.00,Soft Drinks
001300000082x4X,2018-01-22,92.48,Tea
001300000082x4X,2019-07-22,4.04,Vegetables
001300000082x4X,2019-11-19,32.24,Vegetables
001300000082x4y,2020-10-23,6.22,Coffee
001300000082x4z,2015-09-12,1.00,Pastries and sweets
001300000082x4z,2017-09-12,64.38,BIO products
001300000082x51,2016-01-08,1.00,Books
001300000082x51,2016-05-26,1.00,Soft Drinks
001300000082x51,2017-07-13,75.26,Meat & fish
001300000082x51,2018-04-25,24.98,Tea
001300000082x51,2018-07-07,65.92,Vegetables
001300000082x51,2018-10-10,24.92,Coffee
001300000082x51,2018-10-30,17.99,Porcelain. Glas & Co.
001300000082x51,2018-10-30,53.97,Pastries and sweets
001300000082x51,2018-11-15,17.09,Milk products
001300000082x51,2019-03-10,28.44,BIO products
001300000082x51,2019-03-26,204.68,Books
001300000082x51,2020-04-29,47.16,Meat & fish
001300000082x51,2020-08-04,13.60,Tea
001300000082x56,2014-09-12,0.99,Milk products
001300000082x56,2017-09-06,80.89,Milk products
001300000082x56,2018-12-24,9.00,BIO products
001300000082x56,2019-01-15,29.24,Soft Drinks
001300000082x5E,2015-12-18,1.00,Vegetables
001300000082x5E,2016-01-27,1.00,Milk products
001300000082x5E,2017-01-17,264.00,Meat & fish
001300000082x5E,2019-02-10,210.49,Milk products
001300000082x5G,2015-07-14,327.16,Coffee
001300000082x5G,2016-06-12,1.00,Milk products
001300000082x5G,2016-06-27,1.00,Tea
001300000082x5G,2016-11-14,55.35,Coffee
001300000082x5G,2017-07-20,5.40,Porcelain. Glas & Co.
001300000082x5G,2018-11-10,20.64,Pastries and sweets
001300000082x5G,2019-04-29,20.64,BIO products
001300000082x5G,2020-07-14,15.80,Books
001300000082x5J,2017-08-14,14.39,Tea
001300000082x5J,2019-03-27,9.00,Pastries and sweets
001300000082x5J,2020-04-07,28.70,Milk products
001300000082x5K,2017-07-12,1.32,BIO products
001300000082x5K,2020-03-16,19.07,Meat & fish
001300000082x5L,2015-08-24,9.00,Coffee
001300000082x5L,2020-07-08,11.18,Tea
001300000082x5S,2015-04-12,31.78,Tea
001300000082x5S,2017-01-11,8.99,Soft Drinks
001300000082x5W,2019-04-29,2.07,Vegetables
001300000082x5W,2019-10-30,30.10,Coffee
001300000082x5W,2020-01-23,36.50,Milk products
001300000082x5Z,2019-06-24,59.13,Pastries and sweets
001300000082x68,2016-01-18,1.00,BIO products
001300000082x68,2018-01-12,45.60,Books
001300000082x68,2018-01-29,14.84,Tea
001300000082x68,2020-01-22,21.96,Vegetables
001300000082x6A,2015-06-22,9.00,Milk products
001300000082x6A,2016-01-08,1.00,Meat & fish
001300000082x6a,2016-02-10,1.00,Coffee
001300000082x6A,2016-05-30,1.00,Pastries and sweets
001300000082x6a,2020-09-30,15.98,BIO products
001300000082x6B,2015-06-23,9.00,Books
001300000082x6B,2015-12-06,1.00,Tea
001300000082x6B,2016-02-18,0.69,Coffee
001300000082x6B,2016-07-10,1.10,Pastries and sweets
001300000082x6B,2017-02-09,11.83,BIO products
001300000082x6B,2020-04-30,39.30,Books
001300000082x6c,2020-11-16,17.20,Tea
001300000082x6D,2018-10-15,20.64,BIO products
001300000082x6D,2019-11-04,53.67,Soft Drinks
001300000082x6D,2020-09-17,9.00,Tea
001300000082x6e,2015-08-07,1.00,Vegetables
001300000082x6e,2016-04-18,1.69,Porcelain. Glas & Co.
001300000082x6e,2016-04-28,1.00,Pastries and sweets
001300000082x6e,2016-06-27,1.00,BIO products
001300000082x6G,2015-11-11,1.00,Books
001300000082x6G,2018-09-13,10.11,Soft Drinks
001300000082x6g,2019-10-28,10.17,Meat & fish
001300000082x6j,2015-09-24,1.00,Vegetables
001300000082x6j,2016-07-22,11.90,Coffee
001300000082x6j,2018-11-19,17.99,Pastries and sweets
001300000082x6j,2019-02-13,0.99,BIO products
001300000082x6j,2019-10-01,0.99,Books
001300000082x6j,2020-06-23,40.31,Soft Drinks
001300000082x6k,2016-02-04,1.00,Tea
001300000082x6l,2018-05-14,28.80,Milk products
001300000082x6l,2019-01-04,11.90,Tea
001300000082x6o,2016-01-13,1.00,Coffee
001300000082x6o,2016-01-13,1.00,Porcelain. Glas & Co.
001300000082x6o,2016-03-29,1.00,Pastries and sweets
001300000082x6o,2016-05-26,1.00,Milk products
001300000082x6o,2017-06-16,10.54,BIO products
001300000082x6o,2017-07-19,15.89,Books
001300000082x6o,2018-11-04,57.30,Tea
001300000082x6o,2018-12-04,240.18,Soft Drinks
001300000082x6o,2018-12-04,200.90,Vegetables
001300000082x6o,2020-02-03,75.08,Pastries and sweets
001300000082x6R,2016-07-13,1.00,BIO products
001300000082x6R,2018-10-01,54.77,Books
001300000082x6R,2019-06-19,143.17,Soft Drinks
001300000082x6R,2019-06-19,20.93,Coffee
001300000082x6R,2019-06-19,21.47,Tea
001300000082x6R,2019-06-19,19.07,Vegetables
001300000082x6s,2019-05-12,14.30,Soft Drinks
001300000082x6s,2020-03-06,0.99,Tea
001300000082x6s,2020-07-20,15.18,Vegetables
001300000082x6T,2018-02-09,17.83,Pastries and sweets
001300000082x6T,2018-06-18,35.78,BIO products
001300000082x6T,2018-06-18,14.39,Books
001300000082x6T,2018-07-18,45.45,Tea
001300000082x6T,2018-09-26,56.24,Porcelain. Glas & Co.
001300000082x6T,2018-11-27,99.00,Milk products
001300000082x6T,2019-09-16,19.32,Milk products
001300000082x6T,2020-01-22,8.88,Soft Drinks
001300000082x6T,2020-07-02,19.07,Meat & fish
001300000082x6T,2020-08-03,15.39,Pastries and sweets
001300000082x6V,2015-07-14,11.90,Soft Drinks
001300000082x6V,2016-01-03,1.00,Vegetables
001300000082x6V,2019-02-25,13.50,Coffee
001300000082x6V,2019-06-04,228.00,Porcelain. Glas & Co.
001300000082x6W,2017-01-21,125.90,Pastries and sweets
001300000082x6W,2017-09-15,0.99,Milk products
001300000082x6W,2017-09-15,29.46,BIO products
001300000082x6W,2017-12-02,0.99,Books
001300000082x6W,2017-12-02,10.19,Soft Drinks
001300000082x6W,2018-04-07,112.49,Meat & fish
001300000082x6W,2019-07-24,251.70,Tea
001300000082x6Y,2015-08-18,1.00,Vegetables
001300000082x6Y,2016-06-30,1.00,Pastries and sweets
001300000082x6Y,2018-07-20,11.90,BIO products
001300000082x6Y,2018-10-10,0.99,Books
001300000082x74,2016-10-11,7.90,Soft Drinks
001300000082x74,2017-01-06,164.39,Vegetables
001300000082x77,2016-03-11,1.00,Porcelain. Glas & Co.
001300000082x77,2016-05-08,1.10,Milk products
001300000082x77,2016-05-20,1.00,Soft Drinks
001300000082x77,2016-06-20,1.10,Vegetables
001300000082x77,2016-06-27,1.00,Coffee
001300000082x77,2016-06-29,1.00,BIO products
001300000082x7a,2017-03-20,240.00,Soft Drinks
001300000082x7a,2017-07-20,42.00,Tea
001300000082x7a,2017-08-29,17.00,Milk products
001300000082x7a,2018-10-25,5.40,Soft Drinks
001300000082x7a,2018-11-23,0.99,Tea
001300000082x7A,2020-10-29,15.89,Vegetables
001300000082x7B,2017-01-06,152.24,Pastries and sweets
001300000082x7b,2017-04-27,11.83,Milk products
001300000082x7b,2017-11-01,11.36,BIO products
001300000082x7C,2017-02-13,8.52,Books
001300000082x7C,2018-09-20,537.42,Soft Drinks
001300000082x7C,2020-07-22,11.90,Vegetables
001300000082x7d,2015-06-16,13.50,Coffee
001300000082x7D,2015-10-10,1.00,Soft Drinks
001300000082x7D,2016-03-17,1.00,Coffee
001300000082x7d,2016-04-26,1.10,Meat & fish
001300000082x7d,2016-04-26,1.10,Coffee
001300000082x7D,2016-06-28,1.00,Soft Drinks
001300000082x7D,2018-01-19,20.44,Tea
001300000082x7d,2018-02-05,432.00,Vegetables
001300000082x7d,2018-06-27,5.26,Pastries and sweets
001300000082x7D,2019-01-17,11.90,BIO products
001300000082x7d,2020-03-03,3.40,Books
001300000082x7e,2016-11-25,729.60,Meat & fish
001300000082x7e,2017-09-18,0.99,Porcelain. Glas & Co.
001300000082x7e,2018-11-28,32.38,Meat & fish
001300000082x7e,2019-01-10,9.00,Pastries and sweets
001300000082x7e,2020-03-02,9.00,BIO products
001300000082x7u,2015-07-13,9.53,Meat & fish
001300000082x7U,2016-11-24,27.65,Tea
001300000082x7w,2015-05-19,600.00,Pastries and sweets
001300000082x7w,2016-06-12,1.00,BIO products
001300000082x7w,2018-04-30,4301.99,Books
001300000082x7w,2018-11-11,119.11,Vegetables
001300000082x7w,2019-04-23,0.99,Milk products
001300000082x7w,2019-05-23,28.70,Coffee
001300000082x7w,2019-10-28,9.99,Porcelain. Glas & Co.
001300000082x7W,2019-10-29,0.00,Milk products
001300000082x7w,2020-01-24,4.80,Pastries and sweets
001300000082x7w,2020-03-30,7.90,Milk products
001300000082x7w,2020-08-07,0.99,Meat & fish
001300000082x7w,2020-11-18,19.07,Soft Drinks
001300000082x7x,2016-12-12,49.50,Meat & fish
001300000082x7y,2016-04-26,1.10,Milk products
001300000082x7z,2016-03-30,1.00,Soft Drinks
001300000082x7z,2020-01-27,21.47,Vegetables
001300000082x80,2017-06-22,3.10,Pastries and sweets
001300000082x80,2019-07-04,1.76,Milk products
001300000082x81,2014-08-13,7.90,Soft Drinks
001300000082x81,2015-06-30,18.49,Vegetables
001300000082x81,2018-12-02,21.00,Soft Drinks
001300000082x84,2015-10-29,1.00,Tea
001300000082x84,2016-05-08,1.10,Soft Drinks
001300000082x84,2017-04-20,1.99,Tea
001300000082x84,2020-02-21,15.89,Vegetables
001300000082x84,2020-02-28,17.99,Coffee
001300000082x8A,2019-07-12,59.34,Pastries and sweets
001300000082x8C,2015-06-19,205.15,BIO products
001300000082x8C,2015-10-26,1.00,Books
001300000082x8C,2016-03-24,1.00,Meat & fish
001300000082x8C,2017-01-25,42.60,Tea
001300000082x8C,2017-01-26,14.00,Soft Drinks
001300000082x8D,2016-01-28,1.00,Vegetables
001300000082x8G,2015-05-12,30.40,Soft Drinks
001300000082x8G,2015-10-23,1.00,Vegetables
001300000082x8G,2016-06-12,1.00,Coffee
001300000082x8G,2016-06-14,1.00,Pastries and sweets
001300000082x8I,2015-06-17,21.59,Books
001300000082x8j,2015-07-22,42.84,Soft Drinks
001300000082x8j,2015-07-24,45.60,Tea
001300000082x8K,2015-07-21,58.16,Vegetables
001300000082x8k,2015-10-26,1.69,Coffee
001300000082x8k,2015-10-29,1.69,Porcelain. Glas & Co.
001300000082x8k,2017-08-18,334.88,Milk products
001300000082x8K,2017-09-15,12.65,Pastries and sweets
001300000082x8K,2018-11-20,222.11,BIO products
001300000082x8K,2018-12-02,4.64,Books
001300000082x8K,2019-01-02,13.92,Tea
001300000082x8K,2019-01-29,88.71,Vegetables
001300000082x8K,2019-06-19,16.10,Porcelain. Glas & Co.
001300000082x8K,2019-08-16,17.54,Soft Drinks
001300000082x8k,2019-10-21,50.62,Tea
001300000082x8m,2017-06-12,0.99,Vegetables
001300000082x8m,2019-10-29,7.79,Coffee
001300000082x8p,2015-09-06,1.00,Pastries and sweets
001300000082x8p,2015-11-06,1.00,BIO products
001300000082x8p,2019-01-28,9.00,Books
001300000082x8p,2020-04-27,9.58,Tea
001300000082x8p,2020-04-27,13.76,Coffee
001300000082x8p,2020-04-27,17.20,Pastries and sweets
001300000082x8p,2020-07-04,0.99,BIO products
001300000082x8p,2019-08-22,33.37,Books
001300000082x93,2015-09-11,1.00,Soft Drinks
001300000082x93,2016-02-26,1.00,Meat & fish
001300000082x93,2016-05-27,1.69,Porcelain. Glas & Co.
001300000082x93,2016-10-28,62.50,Milk products
001300000082x93,2017-03-27,9.99,Soft Drinks
001300000082x93,2017-07-20,135.11,Pastries and sweets
001300000082x93,2019-01-02,7.80,BIO products
001300000082x93,2019-01-24,299.25,Books
001300000082x93,2019-05-13,25.47,Meat & fish
001300000082x93,2019-07-01,9.00,Pastries and sweets
001300000082x96,2018-06-13,9.00,BIO products
001300000082x97,2017-06-12,26.50,Books
001300000082x97,2018-05-08,8.49,Soft Drinks
001300000082x9d,2016-06-16,1.00,Meat & fish
001300000082x9d,2017-02-09,42.74,Vegetables
001300000082x9e,2019-07-22,27.50,Soft Drinks
001300000082x9e,2019-10-28,35.76,Vegetables
001300000082x9e,2020-11-27,69.71,Pastries and sweets
001300000082x9g,2017-03-17,21.09,BIO products
001300000082x9g,2018-09-19,6.90,Books
001300000082x9g,2020-04-29,9.00,Milk products
001300000082x9H,2016-09-13,9.00,Soft Drinks
001300000082x9h,2017-03-30,312.28,Vegetables
001300000082x9K,2016-02-26,1.00,Coffee
001300000082x9N,2016-06-28,1.10,Milk products
001300000082x9N,2018-09-26,21.59,Tea
001300000082x9w,2017-05-23,21.09,Vegetables
001300000082x9w,2018-11-15,408.57,Pastries and sweets
001300000082x9w,2019-01-24,182.35,BIO products
001300000082x9w,2019-03-05,8.88,Soft Drinks
001300000082xA0,2015-07-20,24.18,Meat & fish
001300000082xA0,2016-03-18,0.69,Vegetables
001300000082xa2,2015-04-13,106.82,Milk products
001300000082xa2,2015-06-22,9.00,Soft Drinks
